date,name,value
2012-01-01,CAN,861
2012-01-01,CHN,810
2012-01-01,CMR,23
2012-01-01,COL,19
2012-01-01,CRO,114
2012-01-01,CUB,410
2012-01-01,CYP,1
2012-01-01,CZE,56
2012-01-01,DEN,507
2012-01-01,DOM,6
2012-01-01,EGY,28
2012-01-01,ESP,444
2012-01-01,EST,39
2012-01-01,ETH,45
2012-01-01,FIN,660
2012-01-01,FRA,1460
2012-01-01,GAB,1
2012-01-01,GBR,1772
2012-01-01,GEO,25
2012-01-01,GER,1376
2012-01-01,GRE,148
2012-01-01,GRN,1
2012-01-01,GUA,1
2012-01-01,HKG,4
2012-01-01,HUN,1091
2012-01-01,INA,38
2012-01-01,IND,184
2012-01-01,IRI,61
2012-01-01,IRL,30
2012-01-01,ITA,1373
2012-01-01,JAM,127
2012-01-01,JPN,807
2012-01-01,KAZ,49
2012-01-01,KEN,93
2012-01-01,KOR,536
2012-01-01,KSA,6
2012-01-01,KUW,2
2012-01-01,LAT,20
2012-01-01,LTU,55
2012-01-01,MAR,22
2012-01-01,MAS,8
2012-01-01,MEX,106
2012-01-01,MGL,24
2012-01-01,MNE,14
2012-01-01,NED,897
2012-01-01,NOR,793
2012-01-01,NZL,191
2012-01-01,POL,515
2012-01-01,POR,33
2012-01-01,PRK,60
2012-01-01,PUR,8
2012-01-01,QAT,4
2012-01-01,ROU,642
2012-01-01,RSA,106
2012-01-01,RUS,768
2012-01-01,SGP,4
2012-01-01,SLO,26
2012-01-01,SRB,31
2012-01-01,SUI,544
2012-01-01,SVK,34
2012-01-01,SWE,1281
2012-01-01,THA,25
2012-01-01,TJK,3
2012-01-01,TPE,44
2012-01-01,TTO,10
2012-01-01,TUN,10
2012-01-01,TUR,86
2012-01-01,UGA,7
2012-01-01,UKR,173
2012-01-01,USA,4883
2012-01-01,UZB,20
2012-01-01,VEN,12
1924-01-01,AUT,35
1924-01-01,BEL,320
1924-01-01,CAN,141
1924-01-01,FIN,212
1924-01-01,FRA,531
1924-01-01,GBR,792
1924-01-01,NOR,313
1924-01-01,SUI,123
1924-01-01,SWE,507
1924-01-01,USA,1037
1928-01-01,AUT,45
1928-01-01,BEL,326
1928-01-01,CAN,186
1928-01-01,FIN,241
1928-01-01,FRA,569
1928-01-01,GBR,848
1928-01-01,GER,237
1928-01-01,NOR,337
1928-01-01,SUI,164
1928-01-01,SWE,559
1928-01-01,TCH,37
1928-01-01,USA,1135
1932-01-01,AUT,52
1932-01-01,CAN,244
1932-01-01,FIN,273
1932-01-01,FRA,608
1932-01-01,GER,296
1932-01-01,HUN,137
1932-01-01,NOR,347
1932-01-01,SUI,173
1932-01-01,SWE,593
1932-01-01,USA,1361
1936-01-01,AUT,107
1936-01-01,CAN,279
1936-01-01,FIN,308
1936-01-01,FRA,652
1936-01-01,GBR,935
1936-01-01,GER,513
1936-01-01,HUN,181
1936-01-01,NOR,393
1936-01-01,SUI,230
1936-01-01,SWE,637
1936-01-01,USA,1469
1948-01-01,AUT,119
1948-01-01,BEL,358
1948-01-01,CAN,305
1948-01-01,FIN,346
1948-01-01,FRA,725
1948-01-01,GBR,993
1948-01-01,HUN,243
1948-01-01,ITA,449
1948-01-01,NOR,424
1948-01-01,SUI,290
1948-01-01,SWE,723
1948-01-01,TCH,95
1948-01-01,USA,1633
1952-01-01,AUT,130
1952-01-01,CAN,326
1952-01-01,FIN,398
1952-01-01,FRA,765
1952-01-01,FRG,12
1952-01-01,GBR,1025
1952-01-01,HUN,346
1952-01-01,ITA,504
1952-01-01,NED,304
1952-01-01,NOR,456
1952-01-01,SUI,329
1952-01-01,SWE,816
1952-01-01,USA,1793
1956-01-01,AUT,146
1956-01-01,CAN,365
1956-01-01,EUA,59
1956-01-01,FIN,436
1956-01-01,HUN,412
1956-01-01,ITA,558
1956-01-01,JPN,101
1956-01-01,NOR,463
1956-01-01,POL,76
1956-01-01,SUI,342
1956-01-01,SWE,865
1956-01-01,URS,323
1956-01-01,USA,1937
1960-01-01,AUT,155
1960-01-01,CAN,395
1960-01-01,EUA,156
1960-01-01,FIN,455
1960-01-01,FRA,811
1960-01-01,ITA,647
1960-01-01,NED,309
1960-01-01,NOR,474
1960-01-01,POL,108
1960-01-01,SUI,355
1960-01-01,SWE,881
1960-01-01,TCH,150
1960-01-01,URS,534
1960-01-01,USA,2076
1964-01-01,AUT,172
1964-01-01,CAN,407
1964-01-01,EUA,281
1964-01-01,FIN,475
1964-01-01,FRA,849
1964-01-01,GBR,1128
1964-01-01,ITA,707
1964-01-01,NED,341
1964-01-01,NOR,489
1964-01-01,PRK,1
1964-01-01,SWE,924
1964-01-01,TCH,222
1964-01-01,URS,754
1964-01-01,USA,2234
1968-01-01,AUT,192
1968-01-01,CAN,437
1968-01-01,FIN,487
1968-01-01,FRA,885
1968-01-01,FRG,71
1968-01-01,GDR,57
1968-01-01,ITA,747
1968-01-01,NED,364
1968-01-01,NOR,517
1968-01-01,ROU,104
1968-01-01,SUI,383
1968-01-01,SWE,949
1968-01-01,TCH,272
1968-01-01,URS,979
1968-01-01,USA,2390
1972-01-01,AUT,200
1972-01-01,CAN,448
1972-01-01,ESP,50
1972-01-01,FIN,507
1972-01-01,FRA,910
1972-01-01,FRG,177
1972-01-01,GDR,225
1972-01-01,ITA,781
1972-01-01,JPN,320
1972-01-01,NED,379
1972-01-01,NOR,542
1972-01-01,POL,240
1972-01-01,SUI,408
1972-01-01,SWE,974
1972-01-01,TCH,321
1972-01-01,URS,1235
1972-01-01,USA,2570
1976-01-01,AUT,208
1976-01-01,CAN,471
1976-01-01,FIN,529
1976-01-01,FRA,931
1976-01-01,FRG,284
1976-01-01,GBR,1208
1976-01-01,GDR,449
1976-01-01,ITA,816
1976-01-01,LIE,2
1976-01-01,NED,400
1976-01-01,NOR,558
1976-01-01,SUI,427
1976-01-01,SWE,986
1976-01-01,TCH,354
1976-01-01,URS,1576
1976-01-01,USA,2736
1980-01-01,AUT,221
1980-01-01,BUL,218
1980-01-01,CAN,473
1980-01-01,FIN,550
1980-01-01,FRA,961
1980-01-01,FRG,292
1980-01-01,GBR,1254
1980-01-01,GDR,748
1980-01-01,HUN,813
1980-01-01,ITA,856
1980-01-01,JPN,362
1980-01-01,LIE,6
1980-01-01,NED,410
1980-01-01,NOR,574
1980-01-01,SUI,438
1980-01-01,SWE,1026
1980-01-01,TCH,407
1980-01-01,URS,2072
1980-01-01,USA,2766
1984-01-01,AUT,225
1984-01-01,CAN,563
1984-01-01,FIN,581
1984-01-01,FRA,1032
1984-01-01,FRG,457
1984-01-01,GBR,1328
1984-01-01,GDR,781
1984-01-01,ITA,921
1984-01-01,JPN,412
1984-01-01,LIE,8
1984-01-01,NOR,593
1984-01-01,SUI,461
1984-01-01,SWE,1088
1984-01-01,TCH,435
1984-01-01,URS,2128
1984-01-01,USA,3108
1984-01-01,YUG,321
1988-01-01,AUT,238
1988-01-01,CAN,590
1988-01-01,FIN,619
1988-01-01,FRA,1063
1988-01-01,FRG,584
1988-01-01,GDR,987
1988-01-01,ITA,958
1988-01-01,JPN,433
1988-01-01,LIE,9
1988-01-01,NED,501
1988-01-01,NOR,627
1988-01-01,SUI,489
1988-01-01,SWE,1134
1988-01-01,TCH,451
1988-01-01,URS,2489
1988-01-01,USA,3308
1988-01-01,YUG,390
1992-01-01,AUT,273
1992-01-01,CAN,671
1992-01-01,CHN,215
1992-01-01,ESP,171
1992-01-01,EUN,283
1992-01-01,FIN,639
1992-01-01,FRA,1132
1992-01-01,GER,789
1992-01-01,ITA,1025
1992-01-01,JPN,492
1992-01-01,KOR,204
1992-01-01,LUX,4
1992-01-01,NED,538
1992-01-01,NOR,678
1992-01-01,NZL,132
1992-01-01,PRK,34
1992-01-01,SUI,497
1992-01-01,SWE,1176
1992-01-01,TCH,487
1992-01-01,USA,3546
1994-01-01,AUS,1193
1994-01-01,AUT,303
1994-01-01,BLR,115
1994-01-01,CAN,901
1994-01-01,CHN,813
1994-01-01,FIN,691
1994-01-01,FRA,1471
1994-01-01,GBR,1775
1994-01-01,GER,1416
1994-01-01,ITA,1406
1994-01-01,JPN,817
1994-01-01,KAZ,52
1994-01-01,KOR,546
1994-01-01,NED,901
1994-01-01,NOR,827
1994-01-01,RUS,804
1994-01-01,SLO,29
1994-01-01,SUI,560
1994-01-01,SWE,1305
1994-01-01,UKR,175
1994-01-01,USA,4904
1994-01-01,UZB,21
1998-01-01,AUS,1194
1998-01-01,AUT,323
1998-01-01,BEL,424
1998-01-01,BLR,117
1998-01-01,BUL,335
1998-01-01,CAN,950
1998-01-01,CHN,827
1998-01-01,CZE,80
1998-01-01,DEN,512
1998-01-01,FIN,750
1998-01-01,FRA,1486
1998-01-01,GBR,1779
1998-01-01,GER,1460
1998-01-01,ITA,1423
1998-01-01,JPN,830
1998-01-01,KAZ,54
1998-01-01,KOR,558
1998-01-01,NED,912
1998-01-01,NOR,871
1998-01-01,RUS,857
1998-01-01,SUI,574
1998-01-01,SWE,1312
1998-01-01,UKR,176
1998-01-01,USA,4938
2002-01-01,AUS,1196
2002-01-01,AUT,343
2002-01-01,BLR,118
2002-01-01,BUL,338
2002-01-01,CAN,1025
2002-01-01,CHN,843
2002-01-01,CRO,118
2002-01-01,CZE,83
2002-01-01,EST,42
2002-01-01,FIN,763
2002-01-01,FRA,1501
2002-01-01,GBR,1785
2002-01-01,GER,1521
2002-01-01,ITA,1444
2002-01-01,JPN,832
2002-01-01,KOR,565
2002-01-01,NED,920
2002-01-01,NOR,912
2002-01-01,POL,517
2002-01-01,RUS,897
2002-01-01,SLO,33
2002-01-01,SUI,598
2002-01-01,SWE,1338
2002-01-01,USA,5022
2006-01-01,AUS,1198
2006-01-01,AUT,373
2006-01-01,BLR,119
2006-01-01,BUL,339
2006-01-01,CAN,1093
2006-01-01,CHN,856
2006-01-01,CRO,121
2006-01-01,CZE,111
2006-01-01,EST,45
2006-01-01,FIN,806
2006-01-01,FRA,1516
2006-01-01,GBR,1786
2006-01-01,GER,1575
2006-01-01,ITA,1469
2006-01-01,JPN,833
2006-01-01,KOR,584
2006-01-01,LAT,21
2006-01-01,NED,933
2006-01-01,NOR,935
2006-01-01,POL,519
2006-01-01,RUS,938
2006-01-01,SUI,620
2006-01-01,SVK,35
2006-01-01,SWE,1403
2006-01-01,UKR,179
2006-01-01,USA,5075
2010-01-01,AUS,1201
2010-01-01,AUT,399
2010-01-01,BLR,122
2010-01-01,CAN,1184
2010-01-01,CHN,876
2010-01-01,CRO,124
2010-01-01,CZE,120
2010-01-01,EST,46
2010-01-01,FIN,856
2010-01-01,FRA,1530
2010-01-01,GBR,1787
2010-01-01,GER,1629
2010-01-01,ITA,1474
2010-01-01,JPN,840
2010-01-01,KAZ,55
2010-01-01,KOR,602
2010-01-01,LAT,24
2010-01-01,NED,944
2010-01-01,NOR,975
2010-01-01,POL,527
2010-01-01,RUS,963
2010-01-01,SLO,36
2010-01-01,SUI,633
2010-01-01,SVK,38
2010-01-01,SWE,1422
2010-01-01,USA,5173
2014-01-01,AUS,1204
2014-01-01,AUT,426
2014-01-01,BLR,128
2014-01-01,CAN,1274
2014-01-01,CHN,889
2014-01-01,CRO,125
2014-01-01,CZE,131
2014-01-01,FIN,890
2014-01-01,FRA,1548
2014-01-01,GBR,1799
2014-01-01,GER,1665
2014-01-01,ITA,1488
2014-01-01,JPN,851
2014-01-01,KAZ,56
2014-01-01,KOR,616
2014-01-01,LAT,35
2014-01-01,NED,973
2014-01-01,NOR,1011
2014-01-01,POL,538
2014-01-01,RUS,1031
2014-01-01,SLO,44
2014-01-01,SUI,665
2014-01-01,SVK,39
2014-01-01,SWE,1477
2014-01-01,UKR,184
2014-01-01,USA,5238
